ts_id,COUNT(values),MAX(values.dim_0),MEAN(values.dim_0),MEDIAN(values.dim_0),MIN(values.dim_0),SKEW(values.dim_0),STD(values.dim_0),SUM(values.dim_0),MAX(values.AUTO_CORRELATION(dim_0) by ts_id),MAX(values.DERIVATIVE(dim_0) by ts_id),"MAX(values.DERIVATIVE(dim_0, order=2) by ts_id)",MAX(values.FOURRIER_TRANSFORM(dim_0) by ts_id),MAX(values.INTEGRAL(dim_0) by ts_id),"MAX(values.INTEGRAL(dim_0, order=2) by ts_id)",MEAN(values.AUTO_CORRELATION(dim_0) by ts_id),MEAN(values.DERIVATIVE(dim_0) by ts_id),"MEAN(values.DERIVATIVE(dim_0, order=2) by ts_id)",MEAN(values.FOURRIER_TRANSFORM(dim_0) by ts_id),MEAN(values.INTEGRAL(dim_0) by ts_id),"MEAN(values.INTEGRAL(dim_0, order=2) by ts_id)",MEDIAN(values.AUTO_CORRELATION(dim_0) by ts_id),MEDIAN(values.DERIVATIVE(dim_0) by ts_id),"MEDIAN(values.DERIVATIVE(dim_0, order=2) by ts_id)",MEDIAN(values.FOURRIER_TRANSFORM(dim_0) by ts_id),MEDIAN(values.INTEGRAL(dim_0) by ts_id),"MEDIAN(values.INTEGRAL(dim_0, order=2) by ts_id)",MIN(values.AUTO_CORRELATION(dim_0) by ts_id),MIN(values.DERIVATIVE(dim_0) by ts_id),"MIN(values.DERIVATIVE(dim_0, order=2) by ts_id)",MIN(values.FOURRIER_TRANSFORM(dim_0) by ts_id),MIN(values.INTEGRAL(dim_0) by ts_id),"MIN(values.INTEGRAL(dim_0, order=2) by ts_id)",SKEW(values.AUTO_CORRELATION(dim_0) by ts_id),SKEW(values.DERIVATIVE(dim_0) by ts_id),"SKEW(values.DERIVATIVE(dim_0, order=2) by ts_id)",SKEW(values.FOURRIER_TRANSFORM(dim_0) by ts_id),SKEW(values.INTEGRAL(dim_0) by ts_id),"SKEW(values.INTEGRAL(dim_0, order=2) by ts_id)",STD(values.AUTO_CORRELATION(dim_0) by ts_id),STD(values.DERIVATIVE(dim_0) by ts_id),"STD(values.DERIVATIVE(dim_0, order=2) by ts_id)",STD(values.FOURRIER_TRANSFORM(dim_0) by ts_id),STD(values.INTEGRAL(dim_0) by ts_id),"STD(values.INTEGRAL(dim_0, order=2) by ts_id)",SUM(values.AUTO_CORRELATION(dim_0) by ts_id),SUM(values.DERIVATIVE(dim_0) by ts_id),"SUM(values.DERIVATIVE(dim_0, order=2) by ts_id)",SUM(values.FOURRIER_TRANSFORM(dim_0) by ts_id),SUM(values.INTEGRAL(dim_0) by ts_id),"SUM(values.INTEGRAL(dim_0, order=2) by ts_id)"
95,84.0,194.0,23.25,3.0,0.0,2.3700764,38.104446,1953.0,165919.0,82.0,139.0,462.71082,1953.0,29111.0,44110.035,1.0481927,-1.0487804,17.07933,346.5595,4726.5835,41857.0,0.0,0.0,0.5337061,72.5,723.5,6429.0,-105.0,-155.0,0.0,0.0,0.0,1.2611806,-0.6824751,-0.025795335,6.779493,1.5769947,1.7653695,32407.926,27.362028,45.636757,54.93705,492.26358,7420.531,3705243.0,87.0,-86.0,1434.6637,29111.0,397033.0
96,84.0,32.0,0.97619045,0.0,0.0,6.0437775,4.0981226,82.0,1474.0,32.0,32.0,1.771098,82.0,454.0,80.04762,0.0,-0.3902439,0.19755562,5.404762,24.083334,0.0,0.0,0.0,0.022959184,0.0,0.0,0.0,-32.0,-64.0,0.0,0.0,0.0,4.456175,-0.14838102,-4.0408764,2.5687442,3.5152805,3.9475617,210.40024,5.5808907,9.029111,0.3314415,16.161175,78.76306,6724.0,0.0,-32.0,16.594671,454.0,2023.0
97,84.0,56.0,4.2738094,0.0,0.0,2.9744208,11.578283,359.0,12661.0,48.0,81.0,32.029083,359.0,2399.0,1534.2976,0.40963855,-0.2682927,1.5769136,28.559525,160.53572,112.0,0.0,0.0,0.035126302,0.0,0.0,0.0,-48.0,-96.0,0.0,0.0,0.0,1.9862572,0.29076043,-0.42213455,5.3780403,2.9988825,3.4089289,2570.2302,11.526255,21.818018,4.435486,73.72194,453.24194,128881.0,34.0,-22.0,132.46074,2399.0,13485.0
98,84.0,11.0,0.5,0.0,0.0,4.5509663,1.9909433,42.0,350.0,11.0,13.0,0.47960186,42.0,237.0,21.0,0.0,-0.12195122,0.046626985,2.8214285,11.226191,0.0,0.0,0.0,0.0026687947,0.0,0.0,0.0,-10.0,-17.0,0.0,0.0,0.0,3.5671656,-0.37284318,-1.1642349,3.020482,3.3006618,4.1510487,54.706444,2.1583643,3.267461,0.088868015,8.944489,40.59953,1764.0,0.0,-10.0,3.9166667,237.0,943.0
99,84.0,91.0,9.404762,0.0,0.0,2.4903932,22.814665,790.0,50632.0,45.0,109.0,152.21611,790.0,5661.0,7429.7617,0.92771083,0.25609756,6.122766,67.39286,410.4762,692.0,0.0,0.0,0.013081665,0.0,0.0,0.0,-80.0,-115.0,0.0,0.0,0.0,1.7896696,-1.2776593,0.31109598,5.4415126,2.9443808,3.3311307,12178.276,14.713345,23.616175,21.505245,168.87216,1082.4484,624100.0,77.0,21.0,514.3124,5661.0,34480.0
100,84.0,64.0,2.4642856,0.0,0.0,5.326478,8.855529,207.0,7019.0,64.0,72.0,10.951841,207.0,1332.0,510.10715,0.0,-0.7804878,0.92246217,15.857142,81.77381,0.0,0.0,0.0,0.0073808203,0.0,0.0,0.0,-64.0,-128.0,0.0,0.0,0.0,3.58458,-0.08651692,-3.2459607,3.574684,3.1723573,3.5947008,1064.5654,11.678623,19.294357,1.7213293,43.133343,244.57976,42849.0,0.0,-64.0,77.48682,1332.0,6869.0
101,84.0,73.0,10.464286,3.0,0.0,2.0932913,17.207064,879.0,33773.0,29.0,70.0,103.03945,879.0,12694.0,8376.25,0.42168674,-0.085365854,3.4828362,151.11905,2280.9167,4218.0,0.0,0.0,0.019455241,82.5,928.0,1946.0,-47.0,-54.0,0.0,0.0,0.0,1.3500545,-1.1656693,-0.12898499,6.033853,1.9887391,1.6865181,8375.561,9.319689,15.000577,13.951246,213.04405,3105.1226,703605.0,35.0,-7.0,292.55826,12694.0,191597.0
102,84.0,36.0,2.0,0.0,0.0,4.050645,5.466216,168.0,2816.0,34.0,35.0,6.9173613,168.0,1739.0,336.0,0.10843374,0.06097561,0.35147393,20.702381,143.36905,12.0,0.0,0.0,0.0013487049,0.0,0.0,0.0,-25.0,-59.0,0.0,0.0,0.0,1.9431717,1.3113135,-1.7000887,5.5175815,2.1006937,2.8928323,541.2776,6.2117357,11.115941,0.92617166,46.01225,375.0937,28224.0,9.0,5.0,29.52381,1739.0,12043.0
103,84.0,13.0,0.39285713,0.0,0.0,5.605935,1.7631971,33.0,271.0,13.0,13.0,0.282539,33.0,203.0,12.964286,0.084337346,0.06097561,0.03656969,2.4166667,11.726191,0.0,0.0,0.0,0.00026115438,0.0,0.0,0.0,-13.0,-26.0,0.0,0.0,0.0,4.833202,0.014323458,-2.6810513,1.9478986,2.9938388,3.6722815,37.35871,2.3798177,4.0925937,0.057658657,6.7933497,37.318672,1089.0,7.0,5.0,3.0718536,203.0,985.0
104,84.0,5.0,0.10714286,0.0,0.0,7.1006603,0.60156137,9.0,31.0,4.0,3.0,0.019576827,9.0,49.0,0.96428573,0.060240965,0.048780486,0.004256762,0.5833333,4.1666665,0.0,0.0,0.0,0.00050945685,0.0,0.0,0.0,-2.0,-4.0,0.0,0.0,0.0,6.4531765,4.046197,-1.169396,1.0781684,3.4313478,2.6987581,3.8037598,0.5706094,0.7010123,0.0055075153,1.3815334,10.246167,81.0,5.0,4.0,0.35756803,49.0,350.0
105,84.0,92.0,6.8333335,0.0,0.0,3.247809,18.219435,574.0,31474.0,33.0,38.0,83.233925,574.0,3370.0,3922.3333,0.6987952,-0.09756097,3.9047146,40.11905,209.90475,147.0,0.0,0.0,0.034297053,0.0,0.0,0.0,-26.0,-35.0,0.0,0.0,0.0,2.3476532,1.5400504,0.1417368,4.6159463,3.4528184,3.6356554,7212.033,6.70954,9.44328,12.652342,110.8101,604.6863,329476.0,58.0,-8.0,327.99603,3370.0,17632.0
106,84.0,473.0,50.309525,0.0,0.0,2.3190336,101.50292,4226.0,1067744.0,473.0,473.0,3874.4172,4226.0,44311.0,212608.05,1.4939759,-1.6219512,121.19273,527.5119,4216.6787,62653.0,0.0,0.0,0.01428341,0.0,0.0,0.0,-316.0,-789.0,0.0,0.0,0.0,1.0990474,1.7607101,-1.454108,7.084241,2.1505048,2.6373637,260152.28,81.403595,140.76288,462.07043,1069.7334,9764.592,17859076.0,124.0,-133.0,10180.189,44311.0,354201.0
107,84.0,79.0,6.75,0.0,0.0,3.0046391,13.60446,567.0,19189.0,64.0,69.0,53.981747,567.0,7825.0,3827.25,0.62650603,0.4390244,2.1771188,93.15476,999.619,2527.0,0.0,0.0,0.012498465,0.0,0.0,0.0,-73.0,-137.0,0.0,0.0,0.0,1.14954,-0.2123382,-1.7457753,7.297698,1.64132,2.1210866,3572.7974,14.345655,24.448029,6.186776,154.45703,1917.2338,321489.0,52.0,36.0,182.87798,7825.0,83968.0
108,84.0,52.0,1.9761904,0.0,0.0,5.5733147,7.011138,166.0,4408.0,52.0,60.0,6.426434,166.0,1071.0,328.0476,0.62650603,0.63414633,0.57822454,12.75,84.36905,52.0,0.0,0.0,0.0040383455,0.0,0.0,0.0,-26.0,-56.0,0.0,0.0,0.0,3.926643,4.188263,0.8890462,3.2025664,3.1015286,3.1377883,637.8075,7.502375,10.807533,1.0121278,30.935173,207.68092,27556.0,52.0,52.0,48.57086,1071.0,7087.0
109,84.0,4.0,0.083333336,0.0,0.0,6.8637156,0.4959677,7.0,21.0,4.0,4.0,0.013160182,7.0,51.0,0.5833333,0.0,0.0,0.0028935184,0.60714287,3.5952382,0.0,0.0,0.0,0.00015628946,0.0,0.0,0.0,-4.0,-8.0,0.0,0.0,0.0,6.2714114,0.0,-2.8568318,1.1546727,3.282598,3.3729324,2.6444228,0.7156781,1.2472191,0.0038694025,1.5983263,9.594324,49.0,0.0,0.0,0.24305555,51.0,302.0
110,84.0,2069.0,128.89285,0.0,0.0,3.6439862,411.63785,10827.0,15459517.0,873.0,623.0,31465.543,10827.0,46954.0,1395523.0,18.746988,-3.817073,1993.1964,558.9762,2124.0715,0.0,0.0,0.0,0.53635204,0.0,0.0,0.0,-365.0,-1238.0,0.0,0.0,0.0,2.9242253,2.9749389,-2.161407,3.6796958,4.1445312,4.456488,3250879.0,153.02525,213.35857,5624.973,1878.7494,7484.416,117223930.0,1556.0,-313.0,167428.5,46954.0,178422.0
111,84.0,129.0,14.428572,0.0,0.0,2.1089756,30.480207,1212.0,94598.0,129.0,159.0,314.3734,1212.0,12532.0,17487.428,0.67469877,-0.47560975,10.928369,149.19048,1205.2858,6054.0,0.0,0.0,0.008317261,0.0,0.0,0.0,-103.0,-155.0,0.0,0.0,0.0,1.1866003,1.4523582,0.32725355,6.990326,2.1459382,2.6238945,21240.408,26.601902,43.904842,37.436523,300.98083,2765.773,1468944.0,56.0,-39.0,917.983,12532.0,101244.0
112,84.0,3.0,0.05952381,0.0,0.0,7.2159,0.3590882,5.0,11.0,3.0,4.0,0.006514675,5.0,32.0,0.29761904,0.0,0.0,0.0015167773,0.3809524,1.8571428,0.0,0.0,0.0,0.00014172336,0.0,0.0,0.0,-3.0,-6.0,0.0,0.0,0.0,6.5197186,0.0,-2.0837553,1.0142483,3.535786,3.7943513,1.3513025,0.5179698,0.94280905,0.0019188735,1.1183547,5.6868963,25.0,0.0,0.0,0.1274093,32.0,156.0
113,84.0,1172.0,139.88095,0.0,0.0,2.2774806,302.779,11750.0,9252636.0,573.0,1210.0,32172.064,11750.0,92999.0,1643601.2,10.650602,-2.682927,1078.3779,1107.131,7412.9644,367269.0,0.0,0.0,27.481434,0.0,0.0,0.0,-638.0,-998.0,0.0,0.0,0.0,1.5786245,-1.0587391,1.1419666,6.0778694,2.7347682,3.0365713,2352781.0,142.73859,246.31606,4183.3,2563.8308,18686.77,138062500.0,884.0,-220.0,90583.75,92999.0,622689.0
114,84.0,84.0,9.083333,0.0,0.0,2.2231772,18.87831,763.0,36511.0,84.0,162.0,127.59707,763.0,8194.0,6930.5835,0.39759037,-0.07317073,4.192236,97.54762,776.0714,1058.0,0.0,0.0,0.03500567,0.0,0.0,0.0,-84.0,-168.0,0.0,0.0,0.0,1.1298816,0.5698078,-0.19327103,6.898577,2.0273352,2.6147609,8663.514,18.732351,35.677837,15.3109665,197.26762,1828.2778,582169.0,33.0,-6.0,352.14783,8194.0,65190.0
115,84.0,1390.0,183.4762,0.0,0.0,1.9280185,373.79227,15412.0,14424550.0,894.0,2131.0,55073.45,15412.0,135947.0,2827735.0,13.710843,0.19512194,1643.5396,1618.4166,11253.238,525152.0,0.0,0.0,7.7907596,0.0,0.0,0.0,-1237.0,-1497.0,0.0,0.0,0.0,1.2526622,-1.5083889,0.9170991,6.6639485,2.4556367,2.9418728,3864477.0,231.01375,409.79865,6903.253,3611.8904,28215.111,237529740.0,1138.0,16.0,138057.33,135947.0,945272.0
116,84.0,30.0,1.6547619,0.0,0.0,3.9381728,5.391859,139.0,2643.0,17.0,35.0,4.7786326,139.0,881.0,230.0119,0.31325302,0.048780486,0.34197676,10.488095,59.035713,22.0,0.0,0.0,0.005739796,0.0,0.0,0.0,-30.0,-47.0,0.0,0.0,0.0,2.9577143,-2.1174386,-1.6801037,3.919293,2.9857779,3.3976681,437.767,4.664154,7.3835025,0.72684556,27.280998,166.98982,19321.0,26.0,4.0,28.72605,881.0,4959.0
117,84.0,7.0,0.42857143,0.0,0.0,3.4866233,1.301396,36.0,156.0,6.0,8.0,0.32245976,36.0,294.0,15.428572,0.024096385,0.0,0.019922255,3.5,20.964285,0.0,0.0,0.0,0.0005489739,0.0,0.0,0.0,-5.0,-11.0,0.0,0.0,0.0,2.4660654,0.7622024,-1.1297535,4.5911098,2.5178862,3.1855986,27.316214,1.5770913,2.7397397,0.045947503,8.514339,58.993862,1296.0,2.0,0.0,1.6734694,294.0,1761.0
118,84.0,320.0,10.726191,0.0,0.0,5.179171,48.077084,901.0,201511.0,320.0,416.0,211.74251,901.0,4651.0,9664.298,3.8554218,3.902439,27.18916,55.36905,251.54762,16.0,0.0,0.0,0.41162542,0.0,0.0,0.0,-240.0,-480.0,0.0,0.0,0.0,4.6867843,1.6664618,-0.39858148,2.0530493,3.3621626,3.8991082,27979.586,60.324352,99.968956,43.50952,165.04456,817.3579,811801.0,320.0,320.0,2283.8894,4651.0,21130.0
119,84.0,3.0,0.10714286,0.0,0.0,5.035646,0.5152577,9.0,23.0,3.0,3.0,0.020729398,9.0,67.0,0.96428573,0.0,0.0,0.0031229754,0.79761904,4.357143,0.0,0.0,0.0,7.086168e-05,0.0,0.0,0.0,-3.0,-6.0,0.0,0.0,0.0,5.0320272,-0.8424694,-2.1392808,1.8061113,3.0872123,3.5396585,3.1063342,0.6439209,1.0540925,0.0047633583,2.138459,12.5291395,81.0,0.0,0.0,0.26232994,67.0,366.0
120,84.0,2.0,0.05952381,0.0,0.0,5.2630897,0.2841682,5.0,7.0,1.0,2.0,0.005817027,5.0,45.0,0.29761904,0.0,0.0,0.00094988395,0.53571427,3.702381,0.0,0.0,0.0,9.508674e-05,0.0,0.0,0.0,-2.0,-3.0,0.0,0.0,0.0,5.10142,-1.7605617,-2.0875053,1.5821989,2.6034832,2.877421,0.9285273,0.34921515,0.5665577,0.0014058809,1.2266756,9.350962,25.0,0.0,0.0,0.07979025,45.0,311.0
121,84.0,43.0,1.6547619,0.0,0.0,4.875634,6.384269,139.0,3613.0,43.0,58.0,4.8845863,139.0,684.0,230.0119,0.3493976,-0.17073171,0.47944844,8.142858,41.166668,0.0,0.0,0.0,0.0069444445,0.0,0.0,0.0,-22.0,-57.0,0.0,0.0,0.0,4.332015,2.8747656,-0.240002,3.1777349,3.8220205,3.6267598,498.2105,6.7849073,12.370619,0.7758809,23.21982,120.83533,19321.0,29.0,-14.0,40.273666,684.0,3458.0
122,84.0,20.0,0.8214286,0.0,0.0,4.6851177,2.9089007,69.0,759.0,11.0,27.0,1.2015772,69.0,418.0,56.67857,0.04819277,-0.06097561,0.09953535,4.9761906,26.690475,4.0,0.0,0.0,0.005539038,0.0,0.0,0.0,-19.0,-30.0,0.0,0.0,0.0,3.3880038,-1.5943092,-0.62218267,3.3789194,3.5007844,3.6795588,122.69231,3.1113625,5.611601,0.2016792,13.943929,74.48263,4761.0,4.0,-5.0,8.36097,418.0,2242.0
123,84.0,234.0,23.666666,0.0,0.0,2.5150976,56.754456,1988.0,314398.0,147.0,314.0,1007.07166,1988.0,15689.0,47049.332,0.45783132,-0.9878049,37.88955,186.7738,1055.4166,477.0,0.0,0.0,1.4788392,0.0,0.0,0.0,-186.0,-233.0,0.0,0.0,0.0,1.6363502,-0.82687396,0.69724447,5.634216,2.715556,3.3656292,79886.086,38.59461,63.572742,141.70306,473.0995,3048.3547,3952144.0,38.0,-81.0,3182.7222,15689.0,88655.0
124,84.0,11.0,0.54761904,0.0,0.0,3.9870021,1.9163517,46.0,330.0,9.0,13.0,0.5697155,46.0,246.0,25.190475,0.024096385,-0.06097561,0.04319863,2.9285715,11.797619,0.0,0.0,0.0,0.00052966387,0.0,0.0,0.0,-8.0,-17.0,0.0,0.0,0.0,2.9231014,0.922782,-0.39436698,3.7062116,3.4794579,4.1443367,58.465824,2.1525702,3.9545178,0.09764857,9.187191,41.733746,2116.0,2.0,-5.0,3.6286848,246.0,991.0
125,84.0,23.0,1.0833334,0.0,0.0,4.2895393,3.5336876,91.0,1135.0,16.0,21.0,2.1942933,91.0,575.0,98.583336,0.072289154,0.036585364,0.14688444,6.845238,31.571428,0.0,0.0,0.0,0.0029304537,0.0,0.0,0.0,-12.0,-24.0,0.0,0.0,0.0,2.7035403,0.89234775,-0.76626545,4.307279,3.222038,3.8756087,206.24686,3.2376714,5.2621293,0.34876248,19.893993,102.514565,8281.0,6.0,3.0,12.338294,575.0,2652.0
126,84.0,4.0,0.16666667,0.0,0.0,4.8759108,0.67365813,14.0,40.0,4.0,5.0,0.047824256,14.0,84.0,2.3333333,0.04819277,0.048780486,0.0053382465,1.0,5.702381,0.0,0.0,0.0,9.658103e-05,0.0,0.0,0.0,-3.0,-7.0,0.0,0.0,0.0,4.277659,2.1524503,-0.71508867,2.2667332,3.118175,3.2619765,5.668202,0.79485565,1.2756256,0.008920161,2.592854,16.017145,196.0,4.0,4.0,0.4484127,84.0,479.0
127,84.0,4.0,0.14285715,0.0,0.0,5.1883545,0.58377373,12.0,30.0,4.0,5.0,0.036273655,12.0,151.0,1.7142857,0.0,0.0,0.0040087462,1.7976191,13.714286,0.0,0.0,0.0,0.00010890045,0.0,0.0,0.0,-4.0,-8.0,0.0,0.0,0.0,4.39316,0.0,-1.6533757,2.2918394,1.9313567,2.7157507,4.339706,0.8410214,1.5234787,0.0068761944,3.773017,34.13106,144.0,0.0,0.0,0.33673468,151.0,1152.0
128,84.0,131.0,9.345238,0.0,0.0,3.1063333,23.428175,785.0,52893.0,60.0,84.0,152.97562,785.0,5293.0,7336.0117,0.5301205,-0.46341464,6.456489,63.011906,355.7738,249.0,0.0,0.0,0.18814155,0.0,0.0,0.0,-49.0,-109.0,0.0,0.0,0.0,2.0222769,0.55770504,-0.9109904,5.1982384,3.1282148,3.4228146,12355.947,13.760439,22.977818,21.746004,163.40323,992.17816,616225.0,44.0,-38.0,542.3451,5293.0,29885.0
129,84.0,4.0,0.0952381,0.0,0.0,6.90495,0.4814398,8.0,20.0,4.0,5.0,0.016790044,8.0,71.0,0.7619048,0.0,0.0,0.0027264873,0.8452381,4.8333335,0.0,0.0,0.0,0.0002859251,0.0,0.0,0.0,-4.0,-8.0,0.0,0.0,0.0,5.5157824,0.0,-2.1285186,1.5992833,2.6614285,3.3757796,2.6234303,0.6984303,1.2668616,0.003922597,2.1592839,14.00846,64.0,0.0,0.0,0.22902495,71.0,406.0
130,84.0,1816.0,75.20238,0.0,0.0,5.0308456,250.4064,6317.0,5679433.0,1816.0,2279.0,9968.49,6317.0,39218.0,474031.3,7.9759035,-2.878049,737.58215,466.88095,2668.0833,36015.0,0.0,0.0,10.021847,8.0,132.0,400.0,-1816.0,-3632.0,0.0,0.0,0.0,3.0906353,-0.03626383,-1.9989872,4.2019105,3.2913709,3.5407655,911565.9,298.4139,545.5591,1499.7783,1250.6746,7153.622,39818628.0,662.0,-236.0,61956.9,39218.0,224119.0
131,84.0,14.0,0.7619048,0.0,0.0,4.091676,2.2367094,64.0,464.0,14.0,25.0,0.9723507,64.0,507.0,48.761906,0.060240965,0.024390243,0.058848936,6.035714,39.107143,5.0,0.0,0.0,0.00014090975,0.0,0.0,0.0,-14.0,-28.0,0.0,0.0,0.0,2.636427,0.36634678,-0.41846567,4.245041,2.7904708,3.1242557,83.75921,2.9064662,5.537695,0.14192565,14.317776,100.652695,4096.0,5.0,2.0,4.9433107,507.0,3285.0
132,84.0,17.0,1.5119047,0.0,0.0,2.7680886,3.6387937,127.0,1291.0,15.0,17.0,3.8097022,127.0,1573.0,192.0119,0.012048192,-0.06097561,0.15575229,18.72619,149.58333,1.0,0.0,0.0,0.0016762329,0.0,0.0,0.0,-12.0,-27.0,0.0,0.0,0.0,1.4985914,0.88139826,-1.2375847,6.136627,1.832115,2.6032867,277.51105,3.670894,6.0783925,0.48472023,37.752,360.14288,16129.0,1.0,-5.0,13.083192,1573.0,12565.0
133,84.0,2.0,0.05952381,0.0,0.0,5.608737,0.32380235,5.0,9.0,2.0,2.0,0.006753932,5.0,39.0,0.29761904,0.0,0.0,0.0012333306,0.4642857,2.297619,0.0,0.0,0.0,1.6968459e-05,0.0,0.0,0.0,-2.0,-4.0,0.0,0.0,0.0,5.419264,0.0,-2.371242,1.4554956,2.9028041,3.676061,1.2101953,0.4685213,0.8164966,0.0018445407,1.2936027,7.3201814,25.0,0.0,0.0,0.10359977,39.0,193.0
134,84.0,22.0,2.2857144,0.0,0.0,2.4857166,5.0194116,192.0,2530.0,12.0,17.0,7.6053,192.0,1713.0,438.85715,0.15662651,0.0121951215,0.29636377,20.392857,173.83333,181.0,0.0,0.0,0.0024260113,0.0,0.0,0.0,-6.0,-13.0,0.0,0.0,0.0,1.8621742,1.8665257,0.17643805,5.2374153,2.7101204,2.664493,615.0203,2.5060022,3.7761235,1.0897081,42.64847,358.3655,36864.0,13.0,1.0,24.894558,1713.0,14602.0
135,84.0,22.0,1.3928572,0.0,0.0,3.7172542,3.29665,117.0,1065.0,20.0,19.0,2.4879458,117.0,1402.0,162.96428,0.024096385,-0.085365854,0.12783954,16.690475,161.16667,142.0,0.0,0.0,0.0028480347,0.0,0.0,0.0,-15.0,-35.0,0.0,0.0,0.0,1.8034456,1.0715237,-2.1857097,5.5188513,1.9055077,2.2467005,186.49045,3.499045,5.769655,0.31748375,29.932444,330.02527,13689.0,2.0,-7.0,10.738521,1402.0,13538.0
136,84.0,12.0,0.4047619,0.0,0.0,5.2730966,1.687081,34.0,250.0,12.0,12.0,0.24484389,34.0,301.0,13.761905,0.036144577,-0.1097561,0.033480454,3.5833333,28.380953,1.0,0.0,0.0,0.0014172336,0.0,0.0,0.0,-9.0,-21.0,0.0,0.0,0.0,4.949094,0.9851771,-2.671364,1.762156,2.283303,2.6657677,33.041275,2.1608815,3.5728955,0.050442223,7.530194,65.852684,1156.0,3.0,-9.0,2.8123584,301.0,2384.0
137,84.0,134.0,8.511905,0.0,0.0,3.626451,21.749668,715.0,45349.0,99.0,158.0,114.39987,715.0,6865.0,6086.0117,0.43373495,-0.036585364,5.564482,81.72619,609.7381,472.0,0.0,0.0,0.000585295,0.0,0.0,0.0,-97.0,-196.0,0.0,0.0,0.0,1.8301694,0.58464676,-1.0979065,5.4248004,2.2558138,2.7398953,8691.85,23.090591,42.00131,14.916499,173.93007,1478.8682,511225.0,36.0,-3.0,467.41653,6865.0,51218.0
138,84.0,15152.0,982.6786,144.5,0.0,5.052675,1932.6123,82545.0,391119400.0,13130.0,13580.0,1266095.8,82545.0,4152805.0,79375816.0,1.0843374,-0.29268292,43934.832,49438.156,1315523.0,34487936.0,0.0,2.0,11413.087,73403.5,823216.5,4801684.0,-11102.0,-24232.0,0.0,0.0,0.0,1.0922123,1.5534356,-3.814717,7.3070164,-0.4432687,0.63940513,85916930.0,1926.9467,3297.4653,148762.02,35309.953,1377092.4,6667568600.0,90.0,-24.0,3690526.0,4152805.0,110503940.0
139,84.0,9.0,0.3690476,0.0,0.0,4.594849,1.4292955,31.0,181.0,9.0,11.0,0.25798994,31.0,139.0,11.440476,0.060240965,-0.024390243,0.024030544,1.6547619,6.3333335,0.0,0.0,0.0,0.0018594423,0.0,0.0,0.0,-9.0,-18.0,0.0,0.0,0.0,3.5920737,-0.01931523,-2.2979314,3.3565726,3.84415,4.3334064,27.683823,1.5249902,2.7170045,0.044700403,5.458483,22.65686,961.0,5.0,-2.0,2.0185657,139.0,532.0
